i20161021csv_oid,dist,solution_id,designation,source_id,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,astrometric_weight_al,astrometric_pseudo_colour,astrometric_pseudo_colour_error,mean_varpi_factor_al,astrometric_matched_observations,visibility_periods_used,astrometric_sigma5d_max,frame_rotator_object_type,matched_observations,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_nb_transits,rv_template_teff,rv_template_logg,rv_template_fe_h,phot_variable_flag,l,b,ecl_lon,ecl_lat,priam_flags,teff_val,teff_percentile_lower,teff_percentile_upper,a_g_val,a_g_percentile_lower,a_g_percentile_upper,e_bp_min_rp_val,e_bp_min_rp_percentile_lower,e_bp_min_rp_percentile_upper,flame_flags,radius_val,radius_percentile_lower,radius_percentile_upper,lum_val,lum_percentile_lower,lum_percentile_upper,datalink_url,epoch_photometry_url,i0161021_oid,col1,col2
172,2.9450424466475936E-5,1635721458409799680,Gaia DR2 511240235111968768,511240235111968768,1117410923,2015.5,26.39984877684087,0.011007139597314962,61.15185597204413,0.012525584414744028,0.31226830570351816,0.01829004593882593,17.073128,-1.0531560830966447,0.01843795021742225,-0.19282980036125752,0.026207434014385512,-0.3085092,0.034541123,-0.5799496,0.22441818,0.06231744,0.17634033,-0.27496687,0.036522094,-0.042297367,-0.49907467,470,0,470,0,-6.0645304,302.9908,0.0,0.0,31,true,116.88359,1.612808437316323,0.0026222519061584984,-0.03828436,54,19,0.03586206,0,61,false,506,93390.16624034825,26.06313484391026,3583.2285,13.262613,57,51729.46280305221,63.38400391181573,816.12805,13.567043,57,62330.516314433735,55.09556163760012,1131.3165,12.775168,1.2213275,0,0.7918749,0.30443,0.48744488,,,0,,,,NOT_AVAILABLE,129.41927922931617,-1.0358458184781765,51.59877266890158,45.91336173631599,100001,5956.0,5781.0,6360.5063,1.865,1.595,2.06,0.938,0.8242,1.0411,200111,5.7495017,5.0414586,6.1028633,37.477783,31.33855,43.617016,http://geadata.esac.esa.int/data-server/datalink/links?ID=511240235111968768,,203,26.39982,61.15183
173,1.9269034194365816E-5,1635721458409799680,Gaia DR2 511240338191183744,511240338191183744,673143858,2015.5,26.43116034237325,0.016154716981443502,61.15183227371142,0.01804036301361008,0.7384463834165911,0.0267343875198231,27.621593,-1.6970822893464688,0.02762003195121386,0.22994406853275562,0.03707546112948039,-0.44926277,0.070388876,-0.5719889,0.31460947,0.03424306,0.27212992,-0.31607023,0.035714835,-0.011525765,-0.61129904,507,0,505,2,-5.3918557,347.61813,0.0,0.0,31,false,26.632889,1.5207510368759032,0.003860698790127585,-0.0058153863,58,19,0.047799814,0,60,true,522,21661.725081462293,12.565341267326847,1723.9265,14.8491335,58,9588.887903763569,22.988692147448383,417.11325,15.396968,58,17777.912539772045,29.22019890228175,608.41174,14.137218,1.2633712,0,1.2597494,0.5478344,0.711915,,,0,,,,NOT_AVAILABLE,129.4340616096106,-1.0327169070969844,51.61740608250425,45.905606349759125,100001,4779.2803,4676.85,5033.74,,,,,,,200111,1.9734954,1.7790146,2.060887,1.8306991,1.6651123,1.9962859,http://geadata.esac.esa.int/data-server/datalink/links?ID=511240338191183744,,204,26.4312,61.15183
175,4.4283048667898334E-5,1635721458409799680,Gaia DR2 511240235111970304,511240235111970304,78113195,2015.5,26.39339874859595,0.015553257018339765,61.14698427893093,0.017737362803207906,0.3301241722033554,0.025540201245372738,12.925669,-1.0891364398307866,0.02590409168298473,-0.17152376968424837,0.03674078092527831,-0.33596954,0.02415209,-0.5879436,0.21751437,0.06894329,0.19382522,-0.33842692,0.030166604,-0.035574246,-0.5143369,507,0,507,0,-3.5284076,397.72232,0.0,1.793962391894306E-15,31,false,26.766651,1.5819907736644552,0.003912678909014975,-0.0454501,58,19,0.04589968,0,63,false,533,21944.81908903428,4.355971276641543,5037.8706,14.835035,63,11497.263173511274,12.82231513565121,896.66046,15.199902,61,15561.968189614343,12.018588836473638,1294.825,14.281758,1.2330579,1,0.9181433,0.36486626,0.553277,,,0,,,,NOT_AVAILABLE,129.41724995042918,-1.0412590677508087,51.59134475124195,45.91077116705743,100002,5682.505,5111.07,7077.61,1.3377,0.8989,2.0711,0.7273,0.4649,1.0191,200111,2.918785,1.8815186,3.6079302,8.003099,6.4371386,9.56906,http://geadata.esac.esa.int/data-server/datalink/links?ID=511240235111970304,,208,26.3934,61.14694
176,4.404616022301497E-5,1635721458409799680,Gaia DR2 511240235111970432,511240235111970432,1587076849,2015.5,26.398302816922364,0.015308789200641014,61.14681390955328,0.017604783124468146,0.32947996860864875,0.02397459044478214,13.742882,-1.19194343743707,0.025976305637244766,-0.21241827689259146,0.036184728650266625,-0.5022959,-0.03577439,-0.6528865,0.4054061,0.12789592,0.36700386,-0.4016605,0.10415643,-0.087298006,-0.64564425,505,0,504,1,-5.2951694,349.19012,0.0,0.0,31,false,37.267963,1.598303148201179,0.0035092376990968877,-0.039775558,58,18,0.048830204,0,63,false,533,30143.1360097145,5.220702380972363,5773.77,14.490395,58,15912.2484273373,16.302928045237074,976.03625,14.847059,58,21112.756330769567,11.972630230766034,1763.4183,13.950558,1.2283063,0,0.89650154,0.35666466,0.5398369,,,0,,,,NOT_AVAILABLE,129.4196004353766,-1.0409326372535872,51.59414078939165,45.90941294907011,100001,5395.745,5010.5503,6023.9937,,,,,,,200111,3.854076,3.0921042,4.4694314,11.34334,9.218716,13.467964,http://geadata.esac.esa.int/data-server/datalink/links?ID=511240235111970432,,209,26.39831,61.14677
177,8.674226096745245E-5,1635721458409799680,Gaia DR2 511193540224821248,511193540224821248,435697462,2015.5,26.51540564762613,0.015269807793411125,61.146143283171455,0.01740152579295637,0.815510096796581,0.02467273634350092,33.053085,1.627919777084388,0.02641317630180322,-4.169416339314029,0.037164140430481926,-0.48162204,-0.06986974,-0.6121766,0.3713708,0.11317401,0.33916375,-0.38075298,0.13720772,-0.122440174,-0.625203,518,0,517,1,-5.3256154,359.26245,0.0,0.0,31,false,31.550865,1.5184619726913353,0.003604005964766399,-0.049116552,59,18,0.04898311,0,63,false,538,25573.438110579435,5.21519848293166,4903.6367,14.668893,61,11252.783947399503,14.006697630128995,803.3859,15.223238,61,21004.317327682114,21.588120544598034,972.9572,13.956148,1.2613517,0,1.2670898,0.55434513,0.7127447,,,0,,,,NOT_AVAILABLE,129.47500912663892,-1.0297625549195226,51.66340922428657,45.879921533259704,100001,4914.495,4723.1035,5047.0,,,,,,,200111,1.8037934,1.7103225,1.9529434,1.709952,1.5778573,1.8420467,http://geadata.esac.esa.int/data-server/datalink/links?ID=511193540224821248,,210,26.51541,61.14623
178,2.2257951541383283E-4,1635721458409799680,Gaia DR2 511193501560595328,511193501560595328,1516991283,2015.5,26.54630635156825,0.01775855858499671,61.14352473009762,0.019303929309347333,0.3320208332347551,0.02648129761859244,12.537937,-1.1167522626623714,0.02962274457657077,-0.11466082967673624,0.04045786090228659,-0.5095397,-0.0641892,-0.6890104,0.42361835,0.013832401,0.388834,-0.4262138,0.1042742,-0.033896916,-0.61629444,491,0,490,1,-2.4933355,410.81915,0.0,0.0,31,false,28.535471,1.595897896274404,0.004012760648486169,-0.032140423,57,18,0.053375512,0,61,true,504,23334.18070871421,5.201748466782522,4485.834,14.768384,53,13945.518238273864,243.41953426027428,57.290054,14.990301,58,17896.92593326389,174.4483933811709,102.59152,14.129973,1.3646266,0,0.8603277,0.22191715,0.63841057,,,0,,,,NOT_AVAILABLE,129.49014130145818,-1.0291851139239325,51.67989605755404,45.87004809648016,102001,5839.25,5367.7246,6527.767,,,,,,,200111,2.8199904,2.2564852,3.337193,8.329488,6.665553,9.9934225,http://geadata.esac.esa.int/data-server/datalink/links?ID=511193501560595328,,211,26.5459,61.14363
179,6.587525357683591E-5,1635721458409799680,Gaia DR2 511240097673016704,511240097673016704,1079289217,2015.5,26.470447518128584,0.013975675066002958,61.14505417886104,0.015660599294308856,0.17007305492332436,0.022536981673076613,7.546399,-1.0853535055536732,0.023625319600733576,-0.14533050160113936,0.032778863955002284,-0.4742316,-0.09462209,-0.6317344,0.38281697,0.12622531,0.32758483,-0.33202678,0.13621357,-0.09903851,-0.6294199,508,9,507,1,7.378469,773.07715,0.11104335703452031,4.722416569697598,31,false,48.077183,1.6302945577953143,0.003221762106326161,-0.051673435,58,18,0.04411215,0,61,false,532,98717.20060331954,32.714012153219905,3017.5815,13.202384,60,56911.88998408937,68.780749884682,827.4392,13.463381,59,64392.9483371559,61.06432324650806,1054.5101,12.739824,1.2288116,0,0.7235565,0.26099682,0.4625597,,,0,,,,NOT_AVAILABLE,129.45402100695634,-1.0353795428642658,51.63582550666396,45.89008167502705,100001,6207.25,6028.4,6712.5,,,,,,,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=511240097673016704,,212,26.47052,61.14511
180,2.7513293115617173E-4,1635721458409799680,Gaia DR2 511193368426129920,511193368426129920,596404791,2015.5,26.629134325587717,0.01715412649862069,61.14240838706508,0.019981293913814077,0.8993837111066354,0.030106930204124745,29.87298,0.5526959126833175,0.0285921731736241,-2.951355206869611,0.04082812647274075,-0.5647018,-0.0027120227,-0.58283603,0.34831735,0.025526173,0.33442885,-0.34796175,0.006073788,0.0610727,-0.6606177,492,0,489,3,-4.875315,347.07544,0.0,1.8270166791956656E-15,31,false,31.457811,1.5112025410528922,0.004113830286298305,-0.08057263,56,16,0.051128678,0,62,false,508,25398.86634834069,12.395890727375733,2048.9746,14.67633,52,11172.457407260337,26.24258881318123,425.7376,15.231016,53,20955.083796280418,35.87938534605481,584.0424,13.958696,1.2649202,1,1.2723198,0.55468655,0.71763325,,,0,,,,NOT_AVAILABLE,129.52945623540356,-1.0218318404884223,51.72842541038981,45.848670337345546,100002,4897.6665,4734.185,5047.0,,,,,,,200111,1.6445855,1.5487034,1.7601287,1.4020531,1.2882701,1.5158361,http://geadata.esac.esa.int/data-server/datalink/links?ID=511193368426129920,,214,26.62877,61.14262
181,6.000164470041946E-5,1635721458409799680,Gaia DR2 511240097673017472,511240097673017472,868607408,2015.5,26.46648507509214,0.014498924731385717,61.14206211963812,0.016086410799149478,0.3229079082335537,0.022046242171722158,14.646846,-1.1127731232282774,0.024627403559449684,-0.1928890330546295,0.03361310658862453,-0.5452503,-0.04469655,-0.65685844,0.44161546,0.073385105,0.4060366,-0.4209724,0.11524253,-0.093644276,-0.66469604,508,9,505,3,-6.4420924,322.20007,0.0,0.0,31,false,50.85013,1.5936645903250406,0.0031992814749093605,-0.030693308,58,18,0.046728898,0,61,false,526,40586.53643659375,6.540250438042362,6205.655,14.167411,58,21823.34431212718,22.87243471302438,954.133,14.504085,55,28042.112789945146,20.396787884567814,1374.8298,13.642393,1.2286206,0,0.8616915,0.33667374,0.52501774,,,0,,,,NOT_AVAILABLE,129.4527775443277,-1.0387057680749447,51.6312657226884,45.88848909654559,100001,5601.0,5400.0,6098.895,,,,,,,200111,4.1906295,3.5343382,4.5084047,15.570967,12.794392,18.347542,http://geadata.esac.esa.int/data-server/datalink/links?ID=511240097673017472,,215,26.46656,61.14211
182,1.1358913147222835E-4,1635721458409799680,Gaia DR2 511193540224823040,511193540224823040,1101985245,2015.5,26.525562138338955,0.012702156320349727,61.13995656206549,0.014487496227137811,0.28447933422349714,0.021625333141853324,13.154911,-1.0832320264039432,0.02275316591905098,-0.1956226993034338,0.03163970799281832,-0.46724185,-0.08448393,-0.6183643,0.3622972,0.027657412,0.30988365,-0.3740207,0.20535126,-0.15914406,-0.6455742,498,0,496,2,-6.048877,324.2875,0.0,0.0,31,false,78.57123,1.6111016439212955,0.0029167893403766803,-0.013468712,57,17,0.043541625,0,61,false,521,62461.77889639396,14.895742019872722,4193.264,13.69933,56,34654.478578674665,39.850502388905014,869.61206,14.001989,56,41535.23118327647,35.45854927964467,1171.3743,13.2158785,1.2197813,0,0.7861109,0.30265903,0.48345184,,,0,,,,NOT_AVAILABLE,129.48110296912057,-1.0347805237377088,51.66491740756195,45.872098468764406,100001,5919.3335,5786.0,6724.6133,,,,,,,200111,5.229693,4.0521655,5.473498,30.250902,24.150185,36.35162,http://geadata.esac.esa.int/data-server/datalink/links?ID=511193540224823040,,216,26.52555,61.14007
184,1.8196331658212889E-4,1635721458409799680,Gaia DR2 511239547916943872,511239547916943872,351439411,2015.5,26.32294021702456,0.013419373364327464,61.141286889875076,0.015443396174661629,0.43511032684147605,0.02281005821972781,19.07537,-0.6721261336810183,0.02254159951224928,-0.8441987219177379,0.031016528697249846,-0.41707495,0.022811444,-0.5408253,0.26187485,-0.010842008,0.22497445,-0.27208608,0.019578425,0.049157314,-0.5547866,477,0,477,0,0.38345388,483.20224,0.0,0.0,31,false,47.80898,1.3853587497216586,0.003318228182211462,-0.015450048,56,19,0.04066453,0,61,false,502,38082.28955816788,11.565640249875408,3292.7092,14.236558,56,11018.940077621868,18.76791230316369,587.1159,15.246038,55,40925.0699530397,47.20966684444652,866.879,13.231946,1.3639939,0,2.0140924,1.0094805,1.004612,,,0,,,,NOT_AVAILABLE,129.38516664665423,-1.0538973831708391,51.545173704714955,45.92329922730858,100001,3748.0,3682.3333,4813.7275,1.7418,1.5794,2.4901,0.908,0.7926,1.2631,200111,9.398056,5.6973667,9.736235,15.702512,13.552962,17.852062,http://geadata.esac.esa.int/data-server/datalink/links?ID=511239547916943872,,217,26.32267,61.14116
185,1.4633505128423206E-4,1635721458409799680,Gaia DR2 511193471505346432,511193471505346432,975052277,2015.5,26.529478207683947,0.017892093042315153,61.139643718584274,0.0206396799077102,0.3187012502369492,0.029357777568261415,10.855769,-1.115779754816655,0.031022955517133403,-0.2651025557202786,0.04385971878769506,-0.5315942,-0.027599495,-0.64252687,0.42076677,-0.024997428,0.37408516,-0.40367433,0.12561055,-0.093939625,-0.6685507,508,0,506,2,-1.9936523,439.89328,0.0,0.0,31,false,24.832329,1.6050398447701708,0.004152872299432253,-0.013215898,58,17,0.055963434,0,63,true,527,20438.388051819136,4.472289760992168,4570.0054,14.91225,56,11028.474789923965,11.099558333184632,993.5958,15.245099,54,14168.936772187746,14.202097381023952,997.6651,14.383576,1.2328473,0,0.8615227,0.3328495,0.5286732,,,0,,,,NOT_AVAILABLE,129.48301698389554,-1.034688796417547,51.66702102692852,45.870863413050486,100001,5659.8105,5500.0,5799.4473,,,,,,,200111,2.943739,2.8036892,3.1172936,8.011261,6.21115,9.811372,http://geadata.esac.esa.int/data-server/datalink/links?ID=511193471505346432,,218,26.52947,61.13979
187,7.031924329037403E-5,1635721458409799680,Gaia DR2 511240097673018240,511240097673018240,364127969,2015.5,26.46944154996528,0.013043721471705145,61.1390155886418,0.01485938333480022,0.35150479182571426,0.02174087841586803,16.167921,-1.1096440715142422,0.021575698130150846,-0.16873434923945327,0.03036631663283331,-0.51802045,0.045192625,-0.587127,0.31656352,0.045344576,0.27509764,-0.25976127,-0.09926217,0.15089948,-0.63731533,504,0,500,4,-6.60581,314.3941,0.0,0.0,31,false,71.44614,1.6196685926926235,0.0030434072115575472,-0.05077932,58,18,0.04122468,0,63,false,529,56516.5748938737,9.635959372341462,5865.174,13.807926,62,31590.275344784808,26.568212184196092,1189.0253,14.102505,58,37387.73480720614,21.46977065614895,1741.4128,13.330097,1.2204916,0,0.77240753,0.29457855,0.47782898,,,0,,,,NOT_AVAILABLE,129.4548112668459,-1.0413858725540335,51.630788274362175,45.88514138480758,100001,6053.1265,5640.0,6274.0,,,,,,,200111,3.8399284,3.5743213,4.423076,17.83446,14.912733,20.756186,http://geadata.esac.esa.int/data-server/datalink/links?ID=511240097673018240,,220,26.4695,61.13908
188,6.45901635826712E-5,1635721458409799680,Gaia DR2 511240063313280512,511240063313280512,718471182,2015.5,26.466203797720876,0.012582725018170031,61.136809382533755,0.01362826596475336,0.3506666397568684,0.019978359960624407,17.552324,-1.108781732382497,0.021211137166365766,-0.28070309886655853,0.028259357310074826,-0.4848026,0.02470601,-0.5930866,0.278229,0.03787101,0.23867041,-0.25035572,-0.043648265,0.12570758,-0.61915267,472,0,472,0,-6.371312,297.5984,0.0,0.0,31,true,112.15195,1.6236550683905118,0.0029338759845740072,-0.03818336,54,18,0.03963065,0,61,false,502,88608.75880170446,16.421058669746774,5396.0444,13.3196745,61,50328.65436496936,61.819435903553284,814.1235,13.596849,58,57687.94818149432,33.454063140343315,1724.3928,12.859207,1.2190285,0,0.7376423,0.27717495,0.46046734,,,0,,,,NOT_AVAILABLE,129.45374493313957,-1.0438704701656258,51.62723784906201,45.884045144420455,100001,6197.0,5904.0,6752.25,,,,,,,200111,4.5893025,3.8655622,5.0561156,27.984278,23.65009,32.318466,http://geadata.esac.esa.int/data-server/datalink/links?ID=511240063313280512,,221,26.46625,61.13687
189,1.6523781813754623E-4,1635721458409799680,Gaia DR2 511216973567782400,511216973567782400,134256631,2015.5,26.64317950921088,0.012635618669295525,61.17860450030189,0.014857740454516865,0.3050130237878794,0.021487021505997444,14.195221,-1.0014367055496716,0.02322892512537988,-0.2998205968114276,0.033109097750859164,-0.44491452,-0.013185618,-0.5073042,0.3603228,-0.008519905,0.30097252,-0.2931787,0.13013357,-0.10348582,-0.6204734,469,8,468,1,-6.12055,300.1084,0.0,0.0,31,false,56.04521,1.5975732612496985,0.003247673748137589,-0.010887441,53,19,0.044075437,0,57,false,490,44254.454890763875,7.810788433604288,5665.8115,14.073473,47,23767.800102644636,36.49225482953438,651.3108,14.411416,49,30736.773558538203,20.71351745879387,1483.8993,13.542774,1.2316178,1,0.86864185,0.33794308,0.5306988,,,0,,,,NOT_AVAILABLE,129.52840433740604,-0.9850221899273773,51.76332907122012,45.87633367412691,100002,5741.637,5449.83,6133.263,,,,,,,200111,4.3851805,3.8430474,4.867355,18.828365,15.335804,22.320927,http://geadata.esac.esa.int/data-server/datalink/links?ID=511216973567782400,,223,26.64285,61.17865
192,6.149232989716286E-5,1635721458409799680,Gaia DR2 511240097673016064,511240097673016064,413111094,2015.5,26.466549350126517,0.016653035416425523,61.14783882352632,0.018468464253133546,0.27499111458460507,0.025694276342093588,10.702427,-1.1833761780596155,0.028542088441391538,-0.33092870588475765,0.03869202883171383,-0.53004044,-0.06034571,-0.64262176,0.42053312,0.0823322,0.38238028,-0.40534958,0.124878176,-0.093693,-0.66344166,516,0,514,2,-3.9590788,392.28192,0.0,1.7815839919626987E-15,31,false,28.823856,1.6049673166598797,0.0038216003438090508,-0.03150777,59,18,0.05186799,0,62,false,530,23512.551609248007,4.671558213867846,5033.1284,14.760117,60,12722.173876558856,15.647689774718236,813.03845,15.089985,58,16184.980175405604,13.149352465349832,1230.8575,14.23914,1.229435,0,0.85084534,0.32986832,0.520977,,,0,,,,NOT_AVAILABLE,129.4515979590813,-1.0330506550443297,51.63555007658712,45.893436703554706,100001,5549.63,5170.45,5842.5,,,,,,,200111,3.823825,3.4500754,4.4052377,12.495303,9.547289,15.443317,http://geadata.esac.esa.int/data-server/datalink/links?ID=511240097673016064,,226,26.46662,61.14789
193,3.493856256775602E-5,1635721458409799680,Gaia DR2 511264218210328448,511264218210328448,260505488,2015.5,26.526913878945717,0.024292162115569574,61.22499784396385,0.030650987246194417,0.3889932790339303,0.04485073406044561,8.673064,-1.1039087223814286,0.0392879607726803,-0.2237352881163484,0.05997355842859951,-0.42379972,0.24526472,-0.5582497,0.3039889,-0.10284487,0.3038589,-0.47841057,-0.05580836,0.057702884,-0.58243763,434,0,432,2,-0.24116577,419.33203,0.0,0.0,31,false,12.129081,1.5361433618159626,0.0061373428951556,-0.027539307,49,15,0.06786426,0,62,false,457,10393.940979450721,3.889994569209734,2671.968,15.646415,35,4987.479421307382,23.341216870117993,213.67693,16.106686,38,8390.027306503542,21.26390790970832,394.5666,14.952512,1.2870486,0,1.1541739,0.46027088,0.69390297,,,0,,,,NOT_AVAILABLE,129.4638520807816,-0.9515042337433374,51.72823710092845,45.944839893153436,100001,4887.5,4762.425,4959.585,,,,,,,200111,2.445662,2.375086,2.5758095,3.0749264,2.2825365,3.8673162,http://geadata.esac.esa.int/data-server/datalink/links?ID=511264218210328448,,227,26.52697,61.22502
195,4.206870843968657E-5,1635721458409799680,Gaia DR2 511264321289540352,511264321289540352,1181315497,2015.5,26.527301117877084,0.01760525469139432,61.23391590277314,0.021445898272610512,0.307340141358641,0.029274416177317155,10.498591,-1.2679181649133302,0.03269066475355339,-0.13749138660464993,0.047173755945982,-0.4663718,-0.055975188,-0.5480823,0.3573959,0.13873659,0.3380958,-0.418788,0.15657586,-0.16987224,-0.66607875,495,0,492,3,-4.0128846,371.63376,0.0,0.0,31,false,19.205265,1.5465520078120927,0.0044897462668014405,-0.0034135208,56,18,0.059296675,0,60,false,515,15638.636654815728,4.067235105109896,3845.029,15.202868,49,7371.45118810494,16.909934785550583,435.9243,15.682506,48,12359.663552652679,16.69180223386503,740.4631,14.531903,1.2616903,0,1.1506023,0.47963715,0.6709652,,,0,,,,NOT_AVAILABLE,129.4621583842682,-0.9427464551388872,51.73503261250087,45.95240570099445,100001,4947.84,4881.4834,5019.29,,,,,,,200111,3.6780307,3.5740616,3.7787051,7.3044577,5.6061316,9.002784,http://geadata.esac.esa.int/data-server/datalink/links?ID=511264321289540352,,231,26.52737,61.23389
